Phosphate,Carbonate,Silicate,Aluminosilicate,Other,,Mg,Al,Si,P,S,Cl,K,Ca,Ti,V,Cr,Fe,Cu,Zn,As,Se,Rb,Sr,Zr,Mo,Ba
phospathe,,,,,phospathe,"3,27936390038972","39,833415874398","6,75011473022917","44,6286132459038","0,32457692009306","0,767768091461691","0,004819794376185","0,059528874100793","0,33822235171633","0,105872362823428","0,324990366237879","3,55574730959706","0,000481979437619","0,000481979437619","0,017562316338305","0,0007934219763","0,000481979437619","0,001815261520362","0,004385281649822","0,000481979437619","0,000481979437619"
phospathe,,,,,phospathe,"0,500342647297744","36,0878300101035","21,5636368271031","37,4219922195833","0,221143334753869","2,83903874482204","0,005003426472977","0,135703492592606","0,159927350860833","0,005003426472977","0,246052801973292","0,78243214949435","0,024880917216833","0,000500342647298","0,000500342647298","0,000500342647298","0,000500342647298","0,000500342647298","0,003510252721549","0,000500342647298","0,000500342647298"
phospathe,,,,,phospathe,"0,498999459583388","38,3413267959484","14,3257352418547","39,6346439097839","1,0383111025829","0,950280776205205","0,851405543731337","0,414608563404532","0,294393731352182","0,13370779756023","0,596926040197068","2,8141264177848","0,000498999459583","0,000498999459583","0,039961516744085","0,000498999459583","0,000498999459583","0,034682797407702","0,009791382011908","0,000498999459583","0,018603926549676"
phospathe,,,,,phospathe,"0,486049640715034","37,167791979502","9,11492343855418","46,4669042940312","0,189507813753522","0,809488597681682","0,00486049640715","0,091320769364345","0,305437424378136","0,154090960259664","0,344373966534769","4,84474298518429","0,000486049640715","0,000486049640715","0,00564404563976","0,001969531663887","0,000486049640715","0,000486049640715","0,007779010736692","0,002684797390088","0,000486049640715"
phospathe,,,,,phospathe,"0,493469005017473","37,0385230509742","4,90815851385369","47,0544857302627","0,06572403778617","0,741247518115104","0,004934690050175","0,004934690050175","0,285873263608217","0,057249456630153","0,372407949782399","8,93864162244651","0,000493469005017","0,000493469005017","0,023052528196807","0,000493469005017","0,000493469005017","0,000493469005017","0,007843660191127","0,000493469005017","0,000493469005017"
phospathe,,,,,phospathe,"0,453363088602855","43,817705497009","1,60908786440921","51,6266595078597","0,117795212977598","0,90161065575462","0,004533630886029","0,004533630886029","0,220776183912352","0,087127019697341","0,444330006062034","0,695408401284279","0,000453363088603","0,000453363088603","0,012404825440269","0,000453363088603","0,000453363088603","0,000453363088603","0,001490933598405","0,000453363088603","0,000453363088603"
phospathe,,,,,phospathe,"0,493000025229164","39,941370363611","15,8228696009014","39,3113960841996","0,62985904658099","1,67856426079436","0,004930000252292","0,498806103673901","0,245022052775436","0,076937501483488","0,636493032033883","0,63182042807147","0,000493000025229","0,000493000025229","0,010791490368327","0,000493000025229","0,000493000025229","0,01220965595466","0,002972353918662","0,000493000025229","0,000493000025229"
phospathe,,,,,phospathe,"0,618400463523898","8,94368144988995","64,633362457166","13,6140340954449","0,749178852254154","2,2532803349332","0,006184004635239","0,529246367055983","1,04774223560675","0,006184004635239","0,140459063662921","6,65163918756442","0,701157482719555","0,000618400463524","0,007593609706655","0,001644452993378","0,000618400463524","0,027878130916679","0,025556539369959","0,005156022624483","0,03638444436957"
phospathe,,,,,phospathe,"0,597589563390477","12,345799063107","62,0390951182154","16,4193395114558","0,622007602318784","2,72362611444286","0,005975895633905","0,510541111095612","0,738575606789242","0,005975895633905","0,19894367532674","3,72721677544162","0,00059758956339","0,00059758956339","0,011326141587444","0,00059758956339","0,00059758956339","0,002796299029789","0,014542761013844","0,006539541860969","0,027718965403024"
phospathe,,,,,phospathe,"0,568251467341139","26,0870850035625","27,9366867901702","22,3049800309512","1,02607852290638","1,86008181298352","1,18001781762308","0,872978762517938","0,217247829451247","0,005682514673411","0,060217431822634","2,75064440239335","14,9564616055574","0,16192298618179","0,000568251467341","0,004461332764578","0,000568251467341","0,000568251467341","0,0043604317629","0,000568251467341","0,000568251467341"
phospathe,,,,,phospathe,"0,501057149332285","38,1538436159892","15,9233946054315","40,2845159759541","0,272877661489136","0,72960705355522","0,005010571493323","0,122145025923859","0,152304960051492","0,005010571493323","0,243995057717776","3,58442709567997","0,000501057149332","0,000501057149332","0,004681402051902","0,000501057149332","0,000501057149332","0,004346078903133","0,009776832037747","0,000501057149332","0,000501057149332"
phospathe,,,,,phospathe,"0,465219681562214","43,9412075774566","5,1246221429554","47,7597402863158","0,2224522058125","0,954586167470676","0,004652196815622","0,004652196815622","0,116822457483816","0,004652196815622","0,305458110788022","1,08197210567285","0,000465219681562","0,000465219681562","0,006830325534802","0,000465219681562","0,000465219681562","0,000465219681562","0,003875810729493","0,000465219681562","0,000465219681562"
